STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
CO,CO San Juan County,San Juan County,728,2300,1420,620,110334000,210,9050000,39.20900739
CO,CO San Miguel County,San Miguel County,8179,3340,1240,560,434745000,0,68834000,43.9278081
CO,CO Sedgwick County,Sedgwick County,2248,970,540,360,47168000,100,3475000,50.42627717
CO,CO Summit County,Summit County,31011,13570,5060,2480,1323913000,0,177569000,35.90987466
CO,CO Teller County,Teller County,25388,11320,4920,3950,793170000,60,79674000,40.41467762
CO,CO Washington County,Washington County,4908,1500,990,450,81109000,280,6031000,49.83926763
CO,CO Weld County,Weld County,324492,140590,97920,28290,10837211000,2370,1198514000,50.47494703
CO,CO Yuma County,Yuma County,10019,3840,2780,1050,213456000,490,17014000,51.38087558
CT,CT Fairfield County,Fairfield County,943332,453620,268280,115610,77627119000,70,15214644000,49.73139131
CT,CT Hartford County,Hartford County,891720,442630,236250,115830,36151489000,150,4731577000,49.28147956
CT,CT Litchfield County,Litchfield County,180333,92640,41620,29320,7601924000,270,943116000,45.52390015
CT,CT Middlesex County,Middlesex County,162436,83230,36460,26040,7570906000,100,998800000,51.44904262
CT,CT New Haven County,New Haven County,854757,411550,218550,108150,30747779000,150,3744902000,48.57766283
CT,CT New London County,New London County,265206,133710,63110,38000,9938460000,260,1159654000,50.22171495
CT,CT Tolland County,Tolland County,150721,67980,32410,19840,5815944000,150,705607000,50.66840936
CT,CT Windham County,Windham County,116782,53280,26780,13620,3238707000,160,308679000,50.09311902
DC,DC District of Columbia,District of Columbia,705749,344280,141780,60140,37359206000,20,6198864000,52.5379836
DE,DE Kent County,Kent County,180786,78250,48400,20260,4385372000,480,388771000,54.44689091
DE,DE New Castle County,New Castle County,558753,265000,154390,66130,20424530000,140,2489874000,55.11628915
DE,DE Sussex County,Sussex County,234225,117720,55400,45770,8039614000,800,884541000,57.33097763
FL,FL Alachua County,Alachua County,269043,111020,57220,26630,7647452000,950,931122000,70.13649552
FL,FL Baker County,Baker County,29210,10900,8100,2420,585581000,220,47048000,69.08606598
FL,FL Bay County,Bay County,174705,77920,41780,20340,4728250000,250,500466000,68.30852115
FL,FL Bradford County,Bradford County,28201,9110,6110,2390,424337000,210,32379000,57.20575254
FL,FL Brevard County,Brevard County,601942,284270,138620,93600,19212739000,400,2185187000,73.00563372
FL,FL Broward County,Broward County,1952778,945230,542380,211660,71210588000,280,9736282000,75.48581042
FL,FL Calhoun County,Calhoun County,14105,4580,3140,1170,224075000,130,16117000,67.4206079
FL,FL Charlotte County,Charlotte County,188910,85130,28720,41210,5567048000,130,590902000,74.85252603
FL,FL Citrus County,Citrus County,149657,64760,27060,29410,3560424000,280,338455000,67.35004643
FL,FL Clay County,Clay County,219252,99260,63000,25650,6396554000,310,626451000,58.09140915
FL,FL Collier County,Collier County,384902,181470,83570,70910,31034525000,310,5552137000,75.08275413
FL,FL Columbia County,Columbia County,71686,26970,17600,7180,1291017000,600,104501000,68.64690305
FL,FL DeSoto County,DeSoto County,38001,11110,8250,3070,512491000,300,41180000,58.25397522
FL,FL Dixie County,Dixie County,16826,4750,3310,1400,217592000,100,19836000,69.94559116
FL,FL Duval County,Duval County,957755,457470,264630,96660,29146180000,420,3391065000,68.96302851
FL,FL Escambia County,Escambia County,318316,142130,77870,37880,8180682000,500,855578000,66.61548243
FL,FL Flagler County,Flagler County,115081,52200,23690,21420,3598437000,120,426177000,60.38800725
FL,FL Franklin County,Franklin County,12125,4050,2100,1510,271678000,0,32748000,67.4206079
FL,FL Gadsden County,Gadsden County,45660,18750,12720,4980,798693000,290,59577000,66.88595138
FL,FL Gilchrist County,Gilchrist County,18582,6560,4550,1780,312136000,270,23906000,69.94559116
FL,FL Glades County,Glades County,13811,1920,1180,640,89269000,50,7206000,73.28653713
FL,FL Gulf County,Gulf County,13639,5610,2960,1940,353315000,60,37525000,67.4206079
FL,FL Hamilton County,Hamilton County,14428,5040,3560,1400,222268000,240,16658000,66.76302793
FL,FL Hardee County,Hardee County,26937,9710,8620,1990,443241000,520,33129000,72.46895506
FL,FL Hendry County,Hendry County,42022,15650,12890,2630,722799000,170,64617000,74.07686885
FL,FL Hernando County,Hernando County,193920,80580,42790,28210,4064405000,360,349789000,71.78979125
FL,FL Highlands County,Highlands County,106221,40220,21940,16110,1904041000,400,157078000,72.4912508
FL,FL Hillsborough County,Hillsborough County,1471968,674390,414600,135500,48622670000,1170,6218612000,69.38014954
FL,FL Holmes County,Holmes County,19617,6130,4230,1670,272928000,490,19303000,66.4704098
FL,FL Indian River County,Indian River County,159923,74730,32380,31730,8417135000,260,1320329000,73.40283525
FL,FL Jackson County,Jackson County,46414,18350,11720,5290,860363000,790,69209000,67.06183784
FL,FL Jefferson County,Jefferson County,14246,5330,2990,1740,301515000,300,27836000,68.9330838
FL,FL Lafayette County,Lafayette County,8422,1970,1490,490,87289000,170,5723000,69.02242105
FL,FL Lake County,Lake County,367118,172600,89280,61020,10467356000,720,1050560000,66.84593071
FL,FL Lee County,Lee County,770577,346310,165430,121910,28943638000,690,3867259000,64.20847498
FL,FL Leon County,Leon County,293582,125620,65980,30820,8689758000,570,1048458000,63.51932998
FL,FL Levy County,Levy County,41503,15080,8870,4790,709682000,520,59825000,69.94559116
FL,FL Liberty County,Liberty County,8354,2510,1880,660,123761000,90,8576000,67.4206079
FL,FL Madison County,Madison County,18493,6940,4800,1910,315839000,430,22420000,67.64891773
FL,FL Manatee County,Manatee County,403253,181420,91280,63170,14164584000,390,1796586000,71.21007616
FL,FL Marion County,Marion County,365579,151850,81630,53590,8003506000,1170,779531000,71.50063111
FL,FL Martin County,Martin County,161000,74790,32810,31210,9905730000,320,1564447000,74.04027156
FL,FL Miami-Dade County,Miami-Dade County,2716940,1320160,757960,230730,96189228000,1270,14161229000,71.95009382
FL,FL Monroe County,Monroe County,74228,41260,14780,12340,5734819000,80,960655000,75.97301103
FL,FL Nassau County,Nassau County,88625,41110,22040,13350,3898010000,330,546152000,69.94684379
FL,FL Okaloosa County,Okaloosa County,210738,103220,56210,26900,7249845000,520,931117000,66.27236633
FL,FL Okeechobee County,Okeechobee County,42168,16510,11030,4240,824983000,330,74561000,73.31292195
FL,FL Orange County,Orange County,1393452,669700,408670,111620,44604730000,270,5633530000,71.2229973
FL,FL Osceola County,Osceola County,375751,168850,118620,27340,7635885000,180,627828000,73.35830173
FL,FL Palm Beach County,Palm Beach County,1496770,718360,371180,221460,86731243000,510,14385337000,72.42139076
FL,FL Pasco County,Pasco County,553947,228880,132070,65740,13035936000,460,1234869000,64.40637802
FL,FL Pinellas County,Pinellas County,974996,470960,194930,148840,36222299000,80,4794775000,73.33982774
FL,FL Polk County,Polk County,724777,309140,203780,77460,16353229000,1230,1495216000,72.32588384
FL,FL Putnam County,Putnam County,74521,31050,19940,9310,1370096000,280,106089000,69.46155625
FL,FL Santa Rosa County,Santa Rosa County,184313,81060,50110,21500,5835215000,530,643678000,65.4542649
FL,FL Sarasota County,Sarasota County,433742,210030,75720,96150,21765726000,240,3214937000,67.52719191
FL,FL Seminole County,Seminole County,471826,202920,118860,45410,15120390000,200,1867862000,72.99471334
FL,FL St Johns County,St. Johns County,264672,122680,75050,39190,14210296000,230,2129153000,69.49449388
FL,FL St Lucie County,St. Lucie County,328297,145250,82140,43420,7759723000,170,720280000,73.72128022
FL,FL Sumter County,Sumter County,132420,48080,12290,32720,3680198000,540,400856000,63.9533116
FL,FL Suwannee County,Suwannee County,44417,16940,11030,4930,790729000,930,64826000,68.5832692
FL,FL Taylor County,Taylor County,21569,7680,5190,2210,378331000,160,30800000,68.9330838
FL,FL Union County,Union County,15237,4710,3670,1050,232543000,200,17948000,68.64690305
FL,FL Volusia County,Volusia County,553284,254990,122150,84490,15135037000,660,1609880000,68.25154511
FL,FL Wakulla County,Wakulla County,33739,13190,8130,3640,752497000,150,64355000,68.63058862
FL,FL Walton County,Walton County,74071,32590,17560,9810,3758320000,510,598746000,66.43783513
FL,FL Washington County,Washington County,25473,8680,5710,2230,410121000,240,32156000,67.26257691
GA,GA Appling County,Appling County,18386,6550,5160,1520,312739000,600,24356000,68.75126138
GA,GA Atkinson County,Atkinson County,8165,3360,3080,590,121930000,270,6583000,65.72618697
GA,GA Bacon County,Bacon County,11164,3590,3060,750,169790000,360,12828000,69.52522892
GA,GA Baker County,Baker County,3038,770,610,200,33436000,50,1965000,
GA,GA Baldwin County,Baldwin County,44890,15160,9940,4050,740371000,180,64601000,48.03594
GA,GA Banks County,Banks County,19234,5700,3990,1270,283348000,260,20847000,60.14628766
GA,GA Barrow County,Barrow County,83240,38460,29170,6930,2154495000,280,185796000,60.65701429
GA,GA Bartow County,Bartow County,107738,45420,32540,9400,2695820000,530,248842000,60.84752198
GA,GA Ben Hill County,Ben Hill County,16700,6770,5330,1620,306941000,260,26996000,65.72618697
GA,GA Berrien County,Berrien County,19397,7200,5670,1520,317230000,370,23935000,65.72618697
GA,GA Bibb County,Bibb County,153159,70410,51520,17010,3886405000,350,394444000,66.57948966
GA,GA Bleckley County,Bleckley County,12873,4750,3510,1260,237114000,240,18150000,65.90926966
GA,GA Brantley County,Brantley County,19109,5830,4660,1210,245742000,180,15294000,69.16522587
GA,GA Brooks County,Brooks County,15457,4360,3270,1080,199638000,210,15834000,67.90442478
GA,GA Bryan County,Bryan County,39627,19520,16460,3650,1383439000,170,132160000,66.96630319
GA,GA Bulloch County,Bulloch County,79608,24820,16990,4870,1293609000,610,116812000,66.20281868
GA,GA Burke County,Burke County,22383,7530,6240,1690,374763000,330,32165000,65.17195754
GA,GA Butts County,Butts County,24936,11510,8270,2690,605404000,110,49851000,60.61760694
GA,GA Calhoun County,Calhoun County,6189,2180,1680,600,86810000,120,5615000,
GA,GA Camden County,Camden County,54666,21900,15420,4830,1210753000,90,95661000,69.12522553
GA,GA Candler County,Candler County,10803,3780,3030,860,167707000,210,12250000,66.20281868
GA,GA Carroll County,Carroll County,119992,55090,40590,11140,3187781000,820,297421000,56.28136032
GA,GA Catoosa County,Catoosa County,67580,21080,14020,4960,1227524000,180,105994000,59.16320365
GA,GA Charlton County,Charlton County,13392,3630,2730,850,160015000,110,10487000,34.76261446
GA,GA Chatham County,Chatham County,289430,122020,71630,28260,7975004000,220,885764000,68.22320834
GA,GA Chattahoochee County,Chattahoochee County,10907,5160,5640,300,218842000,0,8978000,62.41934347
GA,GA Chattooga County,Chattooga County,24789,9850,7460,2210,430423000,300,28975000,58.47575688
GA,GA Cherokee County,Cherokee County,258773,124330,83010,29310,9751401000,440,1085481000,53.52795573
GA,GA Clarke County,Clarke County,128331,49760,28070,10000,3016061000,250,329763000,60.77523636
GA,GA Clay County,Clay County,2834,1080,830,330,40287000,30,2575000,
GA,GA Clayton County,Clayton County,292256,102270,83900,16350,3693680000,30,240091000,60.95240419
GA,GA Clinch County,Clinch County,6618,2320,2000,510,104069000,110,8154000,67.23399671
GA,GA Cobb County,Cobb County,760141,347370,223470,71390,30374684000,470,4002410000,56.50127041
GA,GA Coffee County,Coffee County,43273,14580,12680,2770,625990000,810,46852000,65.72618697
GA,GA Colquitt County,Colquitt County,45600,15290,13190,3150,688494000,590,54381000,67.90442478
GA,GA Columbia County,Columbia County,156714,70450,51750,16350,5335067000,380,565378000,63.91411043
GA,GA Cook County,Cook County,17270,6400,5110,1340,277356000,260,20775000,65.72618697
GA,GA Coweta County,Coweta County,148509,63850,44620,14300,4712478000,390,509870000,60.97147368
GA,GA Crawford County,Crawford County,12404,2100,1450,540,94070000,60,6813000,67.32406897
GA,GA Crisp County,Crisp County,22372,7520,5870,1730,322310000,210,24145000,67.32406897
GA,GA Dade County,Dade County,16116,5820,3600,1480,285515000,160,21556000,59.16320365
GA,GA Dawson County,Dawson County,26108,13350,8090,3360,915899000,150,93954000,60.61760694
GA,GA Decatur County,Decatur County,26404,10000,8160,2300,452978000,260,35141000,
GA,GA DeKalb County,DeKalb County,759297,366950,235630,68600,26915066000,200,3468954000,59.04990034
GA,GA Dodge County,Dodge County,20605,6550,5050,1590,275019000,500,18235000,65.90926966
GA,GA Dooly County,Dooly County,13390,3580,2630,930,155338000,220,10989000,67.32406897
GA,GA Dougherty County,Dougherty County,87956,36510,28200,8520,1659984000,300,144116000,66.05072414
GA,GA Douglas County,Douglas County,146343,65040,48540,11480,3395423000,130,288479000,60.8681806
GA,GA Early County,Early County,10190,3880,3220,940,168571000,250,12433000,
GA,GA Echols County,Echols County,4006,350,330,60,11077000,0,551000,66.76302793
GA,GA Effingham County,Effingham County,64296,27980,21130,5420,1735550000,300,145138000,66.85723397
GA,GA Elbert County,Elbert County,19194,8250,5970,2080,363040000,350,29244000,60.26496686
GA,GA Emanuel County,Emanuel County,22646,8960,7410,2040,372179000,530,25838000,64.90222384
GA,GA Evans County,Evans County,10654,3840,3050,890,180719000,210,16296000,66.20281868
GA,GA Fannin County,Fannin County,26188,10690,5310,4000,612105000,120,59071000,57.02860546
GA,GA Fayette County,Fayette County,114421,55420,37800,16940,5503189000,250,720919000,43.55105263
GA,GA Floyd County,Floyd County,98498,37280,27990,8850,2056818000,520,180511000,59.77568304
GA,GA Forsyth County,Forsyth County,244252,77190,62400,16670,8593816000,290,987652000,60.61760694
GA,GA Franklin County,Franklin County,23349,10260,7140,2550,510568000,730,41761000,61.33089423
GA,GA Fulton County,Fulton County,1063937,498210,307260,89010,60429871000,610,10076837000,59.08582564
GA,GA Gilmer County,Gilmer County,31369,11720,6830,4040,654875000,200,60538000,44.09212392
GA,GA Glascock County,Glascock County,2971,1160,850,310,53247000,100,3605000,64.4570443
GA,GA Glynn County,Glynn County,85292,36520,22030,10730,2498698000,160,266577000,69.04522485
GA,GA Gordon County,Gordon County,57963,22650,18410,4290,1124209000,520,86459000,58.8362117
GA,GA Grady County,Grady County,24633,8410,6820,1960,379172000,280,27257000,
GA,GA Greene County,Greene County,18324,7830,4650,3090,878103000,170,132668000,62.20079883
GA,GA Gwinnett County,Gwinnett County,936250,384710,295280,67120,24507133000,350,2559651000,58.47732616
GA,GA Habersham County,Habersham County,45328,18630,12600,4910,1019356000,360,87964000,58.68632131
GA,GA Hall County,Hall County,204441,87910,65710,19330,5688250000,710,599483000,60.48664133
GA,GA Hancock County,Hancock County,8457,3110,2190,920,123288000,80,8806000,64.04792
GA,GA Haralson County,Haralson County,29792,10660,8070,2320,573693000,240,46351000,60.97147368
GA,GA Harris County,Harris County,35236,15320,10590,4180,1154558000,280,122001000,62.31086719
GA,GA Hart County,Hart County,26205,7600,4950,2290,405232000,230,36220000,61.4698087
GA,GA Heard County,Heard County,11923,3360,2550,690,159429000,130,11463000,61.55077354
GA,GA Henry County,Henry County,234561,113940,85990,20490,6312612000,270,556739000,60.82992699
GA,GA Houston County,Houston County,157863,66510,47930,14600,3891164000,460,348564000,67.32406897
GA,GA Irwin County,Irwin County,9416,2750,2130,630,117237000,260,7718000,65.72618697
GA,GA Jackson County,Jackson County,72977,40140,29800,9470,2965360000,590,312849000,60.72269322
GA,GA Jasper County,Jasper County,14219,7280,5390,1860,413787000,250,35968000,61.36672132
GA,GA Jeff Davis County,Jeff Davis County,15115,5340,4810,1030,230937000,290,16153000,65.90926966
GA,GA Jefferson County,Jefferson County,15362,6720,5410,1680,273823000,320,18691000,64.8661686
GA,GA Jenkins County,Jenkins County,8676,2910,2180,680,116406000,220,8064000,64.91424225
GA,GA Johnson County,Johnson County,9643,2890,2280,690,123158000,340,8081000,64.4570443
GA,GA Jones County,Jones County,28735,7100,4960,1830,419530000,130,36022000,64.04792
GA,GA Lamar County,Lamar County,19077,6960,4820,1690,346967000,180,27813000,62.50969684
GA,GA Lanier County,Lanier County,10423,2550,2030,460,104477000,90,6714000,66.76302793
GA,GA Laurens County,Laurens County,47546,18860,14650,4260,946350000,750,81402000,65.08200315
